0.130313,0.182426,0.199101,0.177625,0.133401,0.086171,0.048693,0.024444,0.011304,0.006521
0.091213,0.138651,0.171688,0.176989,0.154010,0.114662,0.074046,0.042123,0.022053,0.014564
0.049775,0.085844,0.127595,0.159881,0.167620,0.147948,0.111377,0.072851,0.043753,0.033357
0.022203,0.044247,0.079940,0.122910,0.156850,0.165977,0.147350,0.112192,0.078502,0.069828
0.008338,0.019251,0.041905,0.078425,0.122089,0.156551,0.166385,0.150176,0.125229,0.131652
0.002693,0.007166,0.018494,0.041494,0.078275,0.122293,0.157964,0.172903,0.176751,0.221967
0.000761,0.002314,0.006961,0.018419,0.041596,0.078982,0.125552,0.171251,0.221272,0.332892
0.000191,0.000658,0.002277,0.007012,0.018772,0.043226,0.085625,0.149736,0.249322,0.443181
0.000044,0.000172,0.000684,0.002453,0.007827,0.022094,0.055318,0.124661,0.260691,0.526056
0.000013,0.000057,0.000261,0.001091,0.004114,0.013873,0.041612,0.110795,0.263028,0.565157
