0.618406,0.237192,0.090471,0.034182,0.012716,0.004650,0.001654,0.000577,0.000198,0.000069
0.616505,0.236869,0.090929,0.034882,0.013197,0.004935,0.001834,0.000677,0.000244,0.000089
0.611384,0.236159,0.091895,0.036397,0.014260,0.005700,0.002391,0.000928,0.000368,0.000146
0.599514,0.232428,0.093230,0.038706,0.018253,0.007675,0.003749,0.001680,0.000734,0.000306
0.580194,0.231894,0.098480,0.045929,0.021820,0.010530,0.005485,0.002961,0.001430,0.000630
0.550761,0.224105,0.101509,0.054042,0.030214,0.017752,0.009426,0.005539,0.002861,0.001280
0.511868,0.218263,0.105513,0.062270,0.038411,0.025546,0.014750,0.009188,0.004753,0.002360
0.466884,0.212418,0.114307,0.067458,0.051955,0.034495,0.024915,0.014771,0.008215,0.003942
0.415664,0.195814,0.115336,0.081693,0.066744,0.049457,0.033889,0.021609,0.012711,0.006248
0.377906,0.183439,0.121404,0.094668,0.075447,0.056988,0.041479,0.027313,0.015774,0.007951
