0.588706,0.244122,0.100342,0.040682,0.016180,0.006282,0.002373,0.000871,0.000313,0.000115
0.585919,0.243649,0.100962,0.041558,0.016922,0.006807,0.002670,0.001033,0.000394,0.000152
0.577949,0.242349,0.102578,0.043985,0.018953,0.008289,0.003565,0.001529,0.000651,0.000271
0.562189,0.238989,0.105322,0.048463,0.023069,0.011354,0.005560,0.002618,0.001233,0.000551
0.537135,0.234008,0.109572,0.055550,0.029900,0.016590,0.009070,0.004785,0.002425,0.001144
0.500584,0.225407,0.114471,0.065111,0.039498,0.024345,0.014809,0.008477,0.004565,0.002243
0.453575,0.213923,0.118766,0.076246,0.052208,0.036273,0.023302,0.014260,0.008104,0.004094
0.399397,0.197590,0.122416,0.088797,0.066537,0.049447,0.034441,0.022270,0.013098,0.006795
0.344583,0.180907,0.124267,0.098540,0.080014,0.063152,0.046471,0.031465,0.019058,0.010100
0.303745,0.167488,0.124175,0.105942,0.091309,0.074276,0.056475,0.039142,0.024222,0.012931
