0.733647,0.195567,0.052068,0.013848,0.003645,0.000963,0.000251,0.000063,0.000016,0.000004
0.732976,0.194780,0.051681,0.013922,0.003633,0.000916,0.000277,0.000070,0.000018,0.000005
0.731418,0.195994,0.051226,0.014077,0.003591,0.000961,0.000252,0.000095,0.000031,0.000010
0.729917,0.198383,0.054907,0.014861,0.004072,0.001272,0.000573,0.000209,0.000064,0.000016
0.719345,0.195900,0.055848,0.019826,0.005787,0.001816,0.000947,0.000453,0.000158,0.000044
0.713876,0.199312,0.055901,0.022669,0.009142,0.001454,0.001820,0.000573,0.000314,0.000067
0.681434,0.188042,0.053439,0.034286,0.011960,0.003759,0.001547,0.000760,0.000564,0.000254
0.641536,0.179806,0.075032,0.036142,0.023459,0.005654,0.006404,0.002260,0.000930,0.000375
0.613413,0.208098,0.116241,0.042898,0.023977,0.017758,0.010249,0.005700,0.002314,0.000872
0.584627,0.176987,0.096637,0.042939,0.030517,0.017822,0.012466,0.006187,0.003004,0.001172
