0.866680,0.115551,0.015403,0.002052,0.000273,0.000036,0.000005,0.000001,0.000000,0.000000
0.866629,0.115569,0.015420,0.002061,0.000276,0.000037,0.000005,0.000001,0.000000,0.000000
0.866397,0.115659,0.015507,0.002104,0.000294,0.000043,0.000007,0.000001,0.000000,0.000000
0.865614,0.115913,0.015777,0.002251,0.000353,0.000064,0.000013,0.000003,0.000001,0.000000
0.863560,0.116549,0.016480,0.002642,0.000530,0.000130,0.000035,0.000010,0.000002,0.000001
0.858957,0.117813,0.018003,0.003601,0.000981,0.000316,0.000104,0.000031,0.000009,0.000002
0.849867,0.120300,0.021155,0.005521,0.002008,0.000768,0.000290,0.000096,0.000029,0.000007
0.833786,0.123736,0.026274,0.009115,0.003982,0.001762,0.000721,0.000262,0.000082,0.000021
0.809202,0.128659,0.033971,0.014815,0.007477,0.003637,0.001604,0.000617,0.000204,0.000053
0.779383,0.133603,0.042748,0.021906,0.012053,0.006170,0.002855,0.001154,0.000392,0.000103
