0.554897,0.250303,0.111440,0.048671,0.020723,0.008556,0.003413,0.001316,0.000497,0.000193
0.550659,0.249393,0.112216,0.049955,0.021902,0.009417,0.003946,0.001611,0.000647,0.000265
0.539357,0.246859,0.114127,0.053333,0.025068,0.011754,0.005443,0.002475,0.001101,0.000488
0.518228,0.241804,0.117313,0.059374,0.030990,0.016349,0.008513,0.004329,0.002125,0.001006
0.485454,0.233292,0.121304,0.068220,0.040209,0.023832,0.013874,0.007741,0.004115,0.002054
0.440952,0.220419,0.125223,0.079147,0.052565,0.034743,0.022194,0.013417,0.007595,0.003952
0.386950,0.203132,0.127433,0.090678,0.067219,0.048802,0.033749,0.021838,0.013054,0.007033
0.328263,0.182639,0.127439,0.101184,0.082375,0.064955,0.048075,0.032980,0.020604,0.011396
0.272561,0.161484,0.124837,0.109329,0.096456,0.080909,0.063229,0.045332,0.029305,0.016539
0.232775,0.145574,0.121904,0.114105,0.105852,0.092590,0.074853,0.055187,0.036385,0.020771
