-2460502.879363,-10557410.597172,-27830375.521662,-2498924.498921,-827184.521889,-3019120.061451,3049281.951866,1433290.669418,-1343334.279858,-190696.123539
7664845.563657,-37315599.942745,26043560.955603,26132884.901060,-22852767.168617,10541185.172110,13859201.550984,18326996.062671,1691132.604926,48691.976719
-73366928.832915,13159475.529848,106814355.541633,-102229113.773558,51979923.041474,-63060414.912737,-5208707.905323,4952558.430391,6493367.823233,-3650747.946534
319879098.975932,-196236654.699145,-110206659.033171,-201585201.846247,42479435.435594,93715166.024483,-44215498.049715,11385358.044895,17085744.433582,8087722.757392
-50394748.698615,332205196.394334,-322152795.013341,628553853.593243,140913777.594926,-26417827.797638,94202395.537403,-72502395.284611,-347254.238673,-11572606.432314
1849355.925750,-213439639.859412,461331038.777324,51823819.506250,-51213732.594955,303723936.082931,130637104.307442,41687585.962171,51398870.012213,17994057.096562
194265079.824558,724808770.291006,655081458.674053,-449343283.809860,795935559.344111,437724044.718938,-355105786.610916,-147722606.290882,16901877.794545,-8602340.027954
-747406187.226281,-2494999198.383094,16536799.485934,268507877.808391,-254161.037180,-65186406.815884,339970162.260741,124443815.613535,4008402.922191,8604841.363134
-238814867.750181,-614233701.953912,405735269.220104,1052116372.517908,907720107.794175,103811069.125170,-195652896.765993,194791596.338104,62583155.723834,22314631.765154
-224716036.013606,-25258947.442531,788954946.949184,171169755.944862,281284347.766506,-21155743.085765,193015592.834594,66369242.236163,22505077.099570,9752368.752991
