0.554896,0.250302,0.111437,0.048668,0.020723,0.008556,0.003413,0.001316,0.000497,0.000193
0.550663,0.249394,0.112210,0.049957,0.021902,0.009408,0.003943,0.001611,0.000647,0.000265
0.539357,0.246862,0.114137,0.053324,0.025064,0.011752,0.005443,0.002472,0.001102,0.000489
0.518222,0.241790,0.117312,0.059373,0.030994,0.016341,0.008517,0.004323,0.002122,0.001007
0.485440,0.233213,0.121310,0.068187,0.040182,0.023876,0.013877,0.007748,0.004114,0.002054
0.440949,0.220385,0.125137,0.079089,0.052527,0.034762,0.022184,0.013417,0.007597,0.003953
0.386966,0.203182,0.127497,0.090686,0.067165,0.048805,0.033749,0.021854,0.013064,0.007032
0.328239,0.182613,0.127390,0.101264,0.082498,0.064937,0.048078,0.032973,0.020609,0.011399
0.272549,0.161496,0.124901,0.109375,0.096364,0.080898,0.063230,0.045341,0.029309,0.016538
0.232774,0.145581,0.121863,0.114120,0.105856,0.092607,0.074876,0.055170,0.036383,0.020770
