0.235447,0.181109,0.139307,0.107150,0.082413,0.063384,0.048747,0.037488,0.028829,0.022169,0.017048,0.013110,0.010082,0.007753,0.005963
0.235442,0.181105,0.139305,0.107149,0.082413,0.063385,0.048748,0.037490,0.028831,0.022171,0.017050,0.013111,0.010083,0.007755,0.005964
0.235429,0.181096,0.139299,0.107146,0.082412,0.063386,0.048750,0.037493,0.028835,0.022175,0.017054,0.013115,0.010086,0.007757,0.005967
0.235409,0.181082,0.139290,0.107141,0.082411,0.063388,0.048754,0.037499,0.028841,0.022182,0.017060,0.013121,0.010092,0.007762,0.005970
0.235380,0.181061,0.139276,0.107134,0.082409,0.063390,0.048760,0.037506,0.028850,0.022191,0.017069,0.013130,0.010099,0.007768,0.005976
0.235341,0.181033,0.139258,0.107125,0.082407,0.063394,0.048768,0.037517,0.028862,0.022204,0.017082,0.013141,0.010109,0.007777,0.005983
0.235292,0.180998,0.139236,0.107113,0.082405,0.063398,0.048777,0.037530,0.028877,0.022219,0.017097,0.013155,0.010122,0.007788,0.005992
0.235234,0.180956,0.139209,0.107100,0.082402,0.063403,0.048789,0.037545,0.028895,0.022238,0.017115,0.013173,0.010138,0.007801,0.006002
0.235167,0.180909,0.139179,0.107084,0.082398,0.063409,0.048802,0.037563,0.028915,0.022260,0.017136,0.013192,0.010155,0.007816,0.006014
0.235095,0.180857,0.139146,0.107067,0.082394,0.063416,0.048816,0.037583,0.028937,0.022283,0.017159,0.013214,0.010174,0.007832,0.006027
0.235020,0.180803,0.139111,0.107049,0.082390,0.063423,0.048831,0.037603,0.028961,0.022307,0.017183,0.013236,0.010194,0.007849,0.006041
0.234946,0.180751,0.139077,0.107032,0.082386,0.063430,0.048845,0.037622,0.028983,0.022331,0.017206,0.013257,0.010213,0.007865,0.006054
0.234880,0.180703,0.139047,0.107016,0.082383,0.063436,0.048858,0.037640,0.029004,0.022352,0.017227,0.013277,0.010230,0.007880,0.006066
0.234828,0.180666,0.139023,0.107004,0.082380,0.063440,0.048869,0.037654,0.029020,0.022369,0.017244,0.013292,0.010244,0.007892,0.006076
0.234797,0.180644,0.139009,0.106996,0.082378,0.063443,0.048875,0.037662,0.029029,0.022379,0.017254,0.013301,0.010252,0.007899,0.006081
