0.004790,0.003684,0.002834,0.002179,0.001676,0.001288,0.000991,0.000761,0.000585,0.000450,0.000346,0.000266,0.000204,0.000157,0.000121
0.004789,0.003684,0.002833,0.002179,0.001676,0.001288,0.000991,0.000761,0.000585,0.000450,0.000346,0.000266,0.000204,0.000157,0.000121
0.004789,0.003684,0.002833,0.002179,0.001675,0.001289,0.000991,0.000762,0.000585,0.000450,0.000346,0.000266,0.000204,0.000157,0.000121
0.004788,0.003683,0.002833,0.002178,0.001676,0.001288,0.000991,0.000762,0.000586,0.000450,0.000346,0.000266,0.000205,0.000157,0.000121
0.004786,0.003682,0.002832,0.002179,0.001675,0.001289,0.000991,0.000763,0.000586,0.000451,0.000347,0.000267,0.000205,0.000158,0.000121
0.004784,0.003680,0.002831,0.002177,0.001676,0.001289,0.000992,0.000763,0.000587,0.000451,0.000348,0.000267,0.000206,0.000158,0.000122
0.004781,0.003678,0.002829,0.002178,0.001675,0.001290,0.000992,0.000764,0.000588,0.000453,0.000348,0.000268,0.000206,0.000159,0.000122
0.004778,0.003675,0.002829,0.002176,0.001676,0.001289,0.000993,0.000764,0.000589,0.000453,0.000350,0.000269,0.000207,0.000160,0.000123
0.004774,0.003673,0.002826,0.002176,0.001674,0.001290,0.000993,0.000766,0.000590,0.000455,0.000350,0.000271,0.000208,0.000161,0.000124
0.004770,0.003670,0.002825,0.002174,0.001675,0.001289,0.000995,0.000766,0.000592,0.000456,0.000352,0.000271,0.000210,0.000161,0.000124
0.004766,0.003668,0.002822,0.002174,0.001674,0.001291,0.000995,0.000768,0.000592,0.000458,0.000353,0.000273,0.000210,0.000162,0.000125
0.004762,0.003664,0.002821,0.002172,0.001675,0.001290,0.000997,0.000768,0.000594,0.000458,0.000355,0.000274,0.000212,0.000163,0.000126
0.004758,0.003662,0.002819,0.002172,0.001673,0.001292,0.000996,0.000770,0.000595,0.000460,0.000355,0.000275,0.000212,0.000164,0.000126
0.004755,0.003659,0.002818,0.002171,0.001674,0.001291,0.000998,0.000770,0.000596,0.000461,0.000357,0.000276,0.000213,0.000165,0.000127
0.004754,0.003658,0.002817,0.002171,0.001674,0.001292,0.000997,0.000771,0.000596,0.000462,0.000357,0.000276,0.000214,0.000165,0.000127
