0.666763,0.222126,0.074431,0.025066,0.008157,0.002649,0.000773,0.000276,0.000085,0.000028
0.671271,0.227483,0.080841,0.028447,0.008517,0.001367,0.001068,0.000419,0.000241,0.000024
0.654800,0.215046,0.090614,0.037865,0.010221,0.005567,0.001425,0.000970,0.000107,0.000023
0.645281,0.182896,0.060421,0.010737,0.014237,0.006253,0.002842,0.000617,-0.000206,0.000039
0.623998,0.225804,0.081157,0.041216,0.007571,0.013561,0.004318,0.005722,-0.000313,0.000081
0.631210,0.202821,0.155787,0.044826,0.042867,-0.021254,0.013504,0.005515,0.002109,0.000437
0.606731,0.271746,0.037489,0.011701,0.038202,0.007646,0.012454,0.004213,0.001917,0.001055
0.550504,0.040114,0.144457,0.150573,0.041029,0.089030,0.016835,-0.006051,-0.001219,-0.000686
0.529653,0.314628,0.045881,0.104173,-0.020867,0.018738,0.027115,0.029785,0.003647,0.003181
0.493878,0.230158,0.060828,-0.044830,-0.010363,0.078648,0.013076,0.024859,0.008029,0.002467
